IdSucursal,DescripcionBandera,RazonSocial,Direccion,Localidad,Provincia,Latitud,Longitud,IdBandera,IdComercio
00151155,Supermercados Dia,DIA Argentina S.A,Cl Eva Peron 3349,Lanus,AR-B,-34.7212849,-58.3629215,1,15
00151156,Supermercados Dia,DIA Argentina S.A,Av Avellaneda 3348,Virreyes,AR-B,-34.4589449,-58.5687411,1,15
00151157,Supermercados Dia,DIA Argentina S.A,Av Mayo 791,Ramos Mejia,AR-B,-34.6480353,-58.5641947,1,15
00151158,Supermercados Dia,DIA Argentina S.A,Cl Sarratea 0,Boulogne,AR-B,-34.5098719,-58.57756180000001,1,15
00151159,Supermercados Dia,DIA Argentina S.A,Cl Arellano 226,San Antonio De Areco,AR-B,-34.245404,-59.472474,1,15
00015116,Supermercados Dia,DIA Argentina S.A,Cl Av. La Plata 564,Capital Federal,AR-C,-34.621573,-58.4278588,1,15
00151160,Supermercados Dia,DIA Argentina S.A,Cl Artigas Y Campichuelo 6015,Chilavert,AR-B,-34.544654,-58.568523,1,15
00151161,Supermercados Dia,DIA Argentina S.A,Av Maipu 2949,Olivos,AR-B,-34.50894270000001,-58.4918272,1,15
00151162,Supermercados Dia,DIA Argentina S.A,Av Saenz 769,Capital Federal,AR-C,-34.6493284,-58.4163519,1,15
00151163,Supermercados Dia,DIA Argentina S.A,Cl Bossigna 783,Ensenada,AR-B,-34.8571545,-57.9168134,1,15
00151164,Supermercados Dia,DIA Argentina S.A,Av Corrientes 1978,Capital Federal,AR-C,-34.604513,-58.3949583,1,15
00151165,Supermercados Dia,DIA Argentina S.A,Av Zapiola 529,Moreno,AR-B,-34.638963000000004,-58.737751,1,15
00151168,Supermercados Dia,DIA Argentina S.A,Av Medrano 1235,Capital Federal,AR-C,-34.594997,-58.4196875,1,15
00151169,Supermercados Dia,DIA Argentina S.A,Cl Nicolas Repetto 509,Villa Tesei,AR-B,-34.6278804,-58.65671579999999,1,15
00151170,Supermercados Dia,DIA Argentina S.A,Cl J.Alvarez 2669,Moreno,AR-B,-34.666447,-58.81329399999999,1,15
00151171,Supermercados Dia,DIA Argentina S.A,Av Cazon 1270,Tigre,AR-B,-34.4255709,-58.57703299999999,1,15
00151172,Supermercados Dia,DIA Argentina S.A,Cl 12 De Octubre 3444,Mar Del Plata,AR-B,-38.0419852,-57.5476181,1,15
00151174,Supermercados Dia,DIA Argentina S.A,Av 24 581,San Francisco Solano,AR-B,-34.792414,-58.310215,1,15
00151176,Supermercados Dia,DIA Argentina S.A,Cl Ituzaingo 0,Coronel Brandsen,AR-B,-35.169002,-58.231875,1,15
00151177,Supermercados Dia,DIA Argentina S.A,Av Semana De Mayo 1552,Francisco Alvarez,AR-B,-34.635247,-58.860948,1,15
00151179,Supermercados Dia,DIA Argentina S.A,Cl Rt. 26 0,Maq Francisco Savio,AR-B,-34.409353,-58.771731,1,15
00151180,Supermercados Dia,DIA Argentina S.A,Cl Guatambu 204,Loma Verde,AR-B,-34.8183783,-58.4257131,1,15
01511800,Supermercados Dia,DIA Argentina S.A,Mitre 960,Salta,AR-A,-24.7779849,-65.4099025,1,15
01511801,Supermercados Dia,DIA Argentina S.A,Ejercito Argentino 0,Salta,AR-A,-24.719693,-65.406139,1,15
01511802,Supermercados Dia,DIA Argentina S.A,Av  Jose Contreras 0,Salta,AR-A,-24.811541,-65.426427,1,15
01511803,Supermercados Dia,DIA Argentina S.A,Radio Patagonia 0,Salta,AR-A,-24.847714,-65.450626,1,15
00151182,Supermercados Dia,DIA Argentina S.A,Cl Segui 750,Adrogue,AR-B,-34.799769500000004,-58.39590920000001,1,15
00151183,Supermercados Dia,DIA Argentina S.A,Cl Rodriguez Peã±A 1355,Santos Lugares,AR-B,-34.5975856,-58.5423574,1,15
00151184,Supermercados Dia,DIA Argentina S.A,Cl San Juan 1254,Mar Del Plata,AR-B,-37.9876162,-57.560025,1,15
00151185,Supermercados Dia,DIA Argentina S.A,Av Pedro Luro 1602,Mar Del Plata,AR-B,-37.9742308,-57.5945595,1,15
00151186,Supermercados Dia,DIA Argentina S.A,Cl R.197 2371,Ingeniero Pablo Nogues,AR-B,-34.494028,-58.704919,1,15
00151187,Supermercados Dia,DIA Argentina S.A,Cl Rt. 25 4150,Villa Rosa,AR-B,-34.42054,-58.868762,1,15
00151189,Supermercados Dia,DIA Argentina S.A,Av Rivadavia 3566,Capital Federal,AR-C,-34.6109309,-58.4168101,1,15
00015119,Supermercados Dia,DIA Argentina S.A,Cl Juan M.De Rosas 3634,San Justo,AR-B,-34.6830345,-58.5553009,1,15
00151190,Supermercados Dia,DIA Argentina S.A,Cl Alberti 2151,Mar Del Plata,AR-B,-38.0089747,-57.54817420000001,1,15
00151194,Supermercados Dia,DIA Argentina S.A,Cl Tapia De Cruz 223,Escobar,AR-B,-34.34442979999999,-58.7916233,1,15
00151197,Supermercados Dia,DIA Argentina S.A,Cl Jose Hernandez 2469,Capital Federal,AR-C,-34.5660554,-58.4541372,1,15
00151198,Supermercados Dia,DIA Argentina S.A,Cl Bolivar 953,Capital Federal,AR-C,-34.6190759,-58.3729926,1,15
00151199,Supermercados Dia,DIA Argentina S.A,Cl Rivadavia 249,Maipu,AR-B,-36.863464,-57.880218000000006,1,15
00001512,Supermercados Dia,DIA Argentina S.A,Cl Andonaegui 2129,Capital Federal,AR-C,-34.578576700000006,-58.4871575,1,15
00015120,Supermercados Dia,DIA Argentina S.A,Cl Alvarez Jonte 5240,Capital Federal,AR-C,-34.6235495,-58.5107956,1,15
00151201,Supermercados Dia,DIA Argentina S.A,Cl L. Giles E H.Yrigoyen 2900,Ranchos,AR-B,-35.515799,-58.316883,1,15
00151202,Supermercados Dia,DIA Argentina S.A,Av S.Martin Entre G.Roca Y Sarmiento 827,Las Flores,AR-B,-36.0186812,-59.0945984,1,15
00151203,Supermercados Dia,DIA Argentina S.A,Cl Cosquin 2724,Lomas De Zamora,AR-B,-34.707905100000005,-58.4586922,1,15
00151204,Supermercados Dia,DIA Argentina S.A,Cl Moreno 1533,San Martin,AR-B,-34.531295,-58.555112,1,15
00151205,Supermercados Dia,DIA Argentina S.A,Av Varela 1189,Capital Federal,AR-C,-34.6423398,-58.4555196,1,15
00151206,Supermercados Dia,DIA Argentina S.A,Av Forest 555,Capital Federal,AR-C,-34.5855958,-58.4535529,1,15
00151207,Supermercados Dia,DIA Argentina S.A,Cl San Lorenzo 2956,San Martin,AR-B,-34.5698714,-58.5479156,1,15
00151208,Supermercados Dia,DIA Argentina S.A,Av Pedro Goyena 1373,Capital Federal,AR-C,-34.6273661,-58.4466235,1,15
00151209,Supermercados Dia,DIA Argentina S.A,Av Regimiento De Patricios 795,Capital Federal,AR-C,-34.63737620000001,-58.36970989999999,1,15
00015121,Supermercados Dia,DIA Argentina S.A,Cl Jose Leon Suarez 30,Capital Federal,AR-C,-34.6395755,-58.5276851,1,15
00151210,Supermercados Dia,DIA Argentina S.A,Cl Claudio De Alas 2150,Lomas De Zamora,AR-B,-34.720409499999995,-58.462868500000006,1,15
00151211,Supermercados Dia,DIA Argentina S.A,Av San Martin 1081,Villa Constitucion,AR-S,-33.225442,-60.33234399999999,1,15
00151212,Supermercados Dia,DIA Argentina S.A,Cl Alem 676,Mercedes,AR-B,-34.653951,-59.432368,1,15
00151213,Supermercados Dia,DIA Argentina S.A,Cl Pelegrini 1601,Bragado,AR-B,-35.1172245,-60.4858734,1,15
00151214,Supermercados Dia,DIA Argentina S.A,Cl Guayaquil 887,Capital Federal,AR-C,-34.6218749,-58.4407532,1,15
00151216,Supermercados Dia,DIA Argentina S.A,Cl Almte Brown 247,Zarate,AR-B,-34.0980349,-59.02444000000001,1,15
00151217,Supermercados Dia,DIA Argentina S.A,Av Segurola 456,Capital Federal,AR-C,-34.6300176,-58.4873541,1,15
00151218,Supermercados Dia,DIA Argentina S.A,Av Nazca 2542,Capital Federal,AR-C,-34.6064336,-58.48559760000001,1,15
00151219,Supermercados Dia,DIA Argentina S.A,Av Alvarez Jonte 2201,Capital Federal,AR-C,-34.605295700000006,-58.4740289,1,15
00151220,Supermercados Dia,DIA Argentina S.A,Cl Patria 0,Glew,AR-B,-34.887215999999995,-58.384251,1,15
00151222,Supermercados Dia,DIA Argentina S.A,Cl Rivadavia 536,Capitan Sarmiento,AR-B,-34.173214,-59.795796,1,15
00151223,Supermercados Dia,DIA Argentina S.A,Cl Sanabria 2930,Capital Federal,AR-C,-34.609689200000005,-58.50769770000001,1,15
00151224,Supermercados Dia,DIA Argentina S.A,Cl Avellaneda 2102,Capital Federal,AR-C,-34.623006700000005,-58.4612086,1,15
00151225,Supermercados Dia,DIA Argentina S.A,Cl Cordoba 886,Firmat,AR-S,-33.459792,-61.488451,1,15
00151226,Supermercados Dia,DIA Argentina S.A,Cl Calle 9 Y Calle 32 1300,25 De Mayo,AR-B,-35.433295,-60.166461,1,15
00151228,Supermercados Dia,DIA Argentina S.A,Av Federico Lacroze 2842,Capital Federal,AR-C,-34.5741284,-58.4473267,1,15
00015123,Supermercados Dia,DIA Argentina S.A,Cl Santa Cruz 1038,Rafael Castillo,AR-B,-34.699704600000004,-58.6247299,1,15
00151230,Supermercados Dia,DIA Argentina S.A,Cl San Martin 0,Carlos Casares,AR-B,-35.625004,-61.365063,1,15
00151231,Supermercados Dia,DIA Argentina S.A,Cl Avellaneda 205,Los Toldos,AR-B,-35.00172,-61.03402,1,15
00151233,Supermercados Dia,DIA Argentina S.A,Cl Belgrano 390,Campana,AR-B,-34.1641136,-58.9579757,1,15
00151234,Supermercados Dia,DIA Argentina S.A,Av Julio A Roca 281,Pergamino,AR-B,-33.8939905,-60.56907370000001,1,15
00151237,Supermercados Dia,DIA Argentina S.A,Cl Julio Iribarne 291,Rojas,AR-B,-34.1959,-60.732517,1,15
00151238,Supermercados Dia,DIA Argentina S.A,Av Rivadavia 872,Capital Federal,AR-C,-34.6391693,-58.5171009,1,15
00151239,Supermercados Dia,DIA Argentina S.A,Av Cordoba 5101,Capital Federal,AR-C,-34.5907998,-58.4353056,1,15
00015124,Supermercados Dia,DIA Argentina S.A,Cl Av.San Martin 2687,Capital Federal,AR-C,-34.60312329999999,-58.4637523,1,15
00151240,Supermercados Dia,DIA Argentina S.A,Av Thomas Marquez Y Braschi 1000,Pilar,AR-B,-34.463241,-58.91089300000001,1,15
00151241,Supermercados Dia,DIA Argentina S.A,Cl Rojas 243,Capital Federal,AR-C,-34.6178375,-58.4425506,1,15
00151242,Supermercados Dia,DIA Argentina S.A,Av De Los Incas 5260,Capital Federal,AR-C,-34.5872269,-58.48217760000001,1,15
00151243,Supermercados Dia,DIA Argentina S.A,Cl Ricardo Gutierrez 435,Arrecifes,AR-B,-34.061751,-60.104689,1,15
00151244,Supermercados Dia,DIA Argentina S.A,Av Estrugamou 1657,Venado Tuerto,AR-S,-33.75,-61.96564100000001,1,15
00151245,Supermercados Dia,DIA Argentina S.A,Cl Gral J. G. Artigas 5467,Capital Federal,AR-C,-34.5773372,-58.5032059,1,15
00151248,Supermercados Dia,DIA Argentina S.A,Av Ceballos 172,Chivilcoy,AR-B,-34.8940464,-60.0228134,1,15
00015125,Supermercados Dia,DIA Argentina S.A,Cl Belgrano 388,Bernal,AR-B,-34.7116294,-58.282067700000006,1,15
00151250,Supermercados Dia,DIA Argentina S.A,Av Espaã±A 700,General Belgrano,AR-B,-35.767071,-58.493309,1,15
00151251,Supermercados Dia,DIA Argentina S.A,Av Mitre 1183,Roque Perez,AR-B,-35.398366,-59.330897,1,15
00151252,Supermercados Dia,DIA Argentina S.A,Cl Thames 2447,Capital Federal,AR-C,-34.5816907,-58.42232679999999,1,15
00151253,Supermercados Dia,DIA Argentina S.A,Cl Bme Mitre 431,Navarro,AR-B,-35.005151,-59.278074,1,15
00151254,Supermercados Dia,DIA Argentina S.A,Av San Juan 4231,Capital Federal,AR-C,-34.6266864,-58.4245818,1,15
00151256,Supermercados Dia,DIA Argentina S.A,Cl Pte Peron 345,Lobos,AR-B,-35.1888412,-59.0967829,1,15
00151257,Supermercados Dia,DIA Argentina S.A,Cl Alem 925,Ayacucho,AR-B,-37.15398,-58.487377,1,15
00151258,Supermercados Dia,DIA Argentina S.A,Av Rivadavia 569,San Andres De Giles,AR-B,-34.442858,-59.446896,1,15
00015126,Supermercados Dia,DIA Argentina S.A,Cl  San Vladimiro 3165,Lanus,AR-B,-34.7073674,-58.4181855,1,15
00151260,Supermercados Dia,DIA Argentina S.A,Av Belgrano 949,San Pedro,AR-B,-33.6787416,-59.6679614,1,15
00151261,Supermercados Dia,DIA Argentina S.A,Cl Sarmierto 1282,Capital Federal,AR-C,-34.6051859,-58.3847811,1,15
00151262,Supermercados Dia,DIA Argentina S.A,Av Eva Peron 1790,Capital Federal,AR-C,-34.6355448,-58.4483758,1,15
00151263,Supermercados Dia,DIA Argentina S.A,Av Lacarra 574,Capital Federal,AR-C,-34.6401732,-58.4813056,1,15
00151264,Supermercados Dia,DIA Argentina S.A,Cl Santa Maria 2539,Tigre,AR-B,-34.4184565,-58.59602170000001,1,15
00151265,Supermercados Dia,DIA Argentina S.A,Av San Martin 676,Azul,AR-B,-36.7810658,-59.8595911,1,15
00151266,Supermercados Dia,DIA Argentina S.A,Cl Matheu 1756,Capital Federal,AR-C,-34.6298211,-58.39805129999999,1,15
00151268,Supermercados Dia,DIA Argentina S.A,Cl Riobamba 1014,Capital Federal,AR-C,-34.5971041,-58.39478610000001,1,15
00151269,Supermercados Dia,DIA Argentina S.A,Cl Arcos 2192,Capital Federal,AR-C,-34.5594987,-58.4545906,1,15
00015127,Supermercados Dia,DIA Argentina S.A,Av Rivadavia 7850,Capital Federal,AR-C,-34.6322172,-58.47511239999999,1,15
00151270,Supermercados Dia,DIA Argentina S.A,Cl Hipolito Yrigoyen 1973,Tigre,AR-B,-34.4692902,-58.6512228,1,15
00151271,Supermercados Dia,DIA Argentina S.A,Av San Juan 1932,Capital Federal,AR-C,-34.6228846,-58.3931835,1,15
00151272,Supermercados Dia,DIA Argentina S.A,Cl Scalabrini Ortiz 2067,Capital Federal,AR-C,-34.588069399999995,-58.4205839,1,15
00151273,Supermercados Dia,DIA Argentina S.A,Av Colon 1143,Tandil,AR-B,-37.317411,-59.134689,1,15
00151274,Supermercados Dia,DIA Argentina S.A,Av Monroe 1911,Capital Federal,AR-C,-34.5555822,-58.4554028,1,15
00151275,Supermercados Dia,DIA Argentina S.A,Cl Sarmiento 1400,General Madariaga,AR-B,-37.003439,-57.136081,1,15
00151276,Supermercados Dia,DIA Argentina S.A,Cl Bynnon 1704,Jose Manuel Marmol,AR-B,-34.7960196,-58.3859618,1,15
00151277,Supermercados Dia,DIA Argentina S.A,Av Cabildo 3822,Capital Federal,AR-C,-34.547954600000004,-58.4689903,1,15
00151278,Supermercados Dia,DIA Argentina S.A,Cl Boulevar Del Valle 512,Balcarce,AR-B,-37.8407516,-58.25625229999999,1,15
00151279,Supermercados Dia,DIA Argentina S.A,Cl Rivadavia 1495,Longchamps,AR-B,-34.85823,-58.38930799999999,1,15
00015128,Supermercados Dia,DIA Argentina S.A,Cl Av. San Martin 2971,Merlo,AR-B,-34.6866773,-58.73184540000001,1,15
00151280,Supermercados Dia,DIA Argentina S.A,Cl Pellegrini 328,San Nicolas,AR-B,-33.3346028,-60.21889720000001,1,15
00151281,Supermercados Dia,DIA Argentina S.A,Av Hipolito Yrigoyen 51,Chacabuco,AR-B,-34.6346734,-60.46422239999999,1,15
00151282,Supermercados Dia,DIA Argentina S.A,Cl Hipolito Yrigoyen 229,Arroyo Seco,AR-S,-33.156124,-60.512711,1,15
00151283,Supermercados Dia,DIA Argentina S.A,Av Tratado Del Pilar 131,Pilar,AR-B,-34.452767200000004,-58.90790060000001,1,15
00151284,Supermercados Dia,DIA Argentina S.A,Cl Berutii 3434,Capital Federal,AR-C,-34.5863049,-58.4109701,1,15
00151286,Supermercados Dia,DIA Argentina S.A,Cl Migueletes 752,Capital Federal,AR-C,-34.5667734,-58.43356170000001,1,15
00151287,Supermercados Dia,DIA Argentina S.A,Cl Angel Delia 1621,San Miguel,AR-B,-34.5406985,-58.710821,1,15
00151288,Supermercados Dia,DIA Argentina S.A,Av Acoyte 232,Capital Federal,AR-C,-34.615489399999994,-58.4376446,1,15
00151289,Supermercados Dia,DIA Argentina S.A,Av Libertad 150,Benito Juarez,AR-B,-37.671562,-59.807378,1,15
00015129,Supermercados Dia,DIA Argentina S.A,Cl Asamblea 968,Capital Federal,AR-C,-34.6351629,-58.43834029999999,1,15
00151290,Supermercados Dia,DIA Argentina S.A,Cl Austria 2355,Capital Federal,AR-C,-34.5861813,-58.4015054,1,15
00151291,Supermercados Dia,DIA Argentina S.A,Av Alvarez Thomas 1520,Capital Federal,AR-C,-34.578467,-58.4634818,1,15
00151292,Supermercados Dia,DIA Argentina S.A,Av Eva Peron 5061,Capital Federal,AR-C,-34.658575899999995,-58.4799423,1,15
00151293,Supermercados Dia,DIA Argentina S.A,Cl Bolivar 1474,Capital Federal,AR-C,-34.625150399999995,-58.3726168,1,15
00151294,Supermercados Dia,DIA Argentina S.A,Cl Montaã±Eses 2014,Capital Federal,AR-C,-34.5582289,-58.44821829999999,1,15
00151296,Supermercados Dia,DIA Argentina S.A,Av San Martin 6948,Capital Federal,AR-C,-34.5915008,-58.511689,1,15
00151297,Supermercados Dia,DIA Argentina S.A,Cl Lavalle 99,Daireaux,AR-B,-36.599707,-61.749462,1,15
00151298,Supermercados Dia,DIA Argentina S.A,Cl Rivadavia 2746,Olavarria,AR-B,-36.894088,-60.32296700000001,1,15
00151299,Supermercados Dia,DIA Argentina S.A,Av Alberdi 6691,Capital Federal,AR-C,-34.657241600000006,-58.50957639999999,1,15
00001513,Supermercados Dia,DIA Argentina S.A,Cl Entre Rios 735,Capital Federal,AR-C,-34.6173202,-58.39169129999999,1,15
00015130,Supermercados Dia,DIA Argentina S.A,Cl Rivadavia 6275,Moron,AR-B,-34.64601079999999,-58.5929389,1,15
00151300,Supermercados Dia,DIA Argentina S.A,Av Santa Fe 5222,Capital Federal,AR-C,-34.5766733,-58.4315629,1,15
00151301,Supermercados Dia,DIA Argentina S.A,Cl Marcelo T De Alvear 1459,Capital Federal,AR-C,-34.5970782,-58.3877718,1,15
00151302,Supermercados Dia,DIA Argentina S.A,Av Gaona 2416,Capital Federal,AR-C,-34.6144399,-58.46084989999999,1,15
00151303,Supermercados Dia,DIA Argentina S.A,Cl Sarandi 260,Capital Federal,AR-C,-34.6123916,-58.3947104,1,15
00151304,Supermercados Dia,DIA Argentina S.A,Cl Azcuenaga 1459,Capital Federal,AR-C,-34.5919508,-58.3983517,1,15
00151305,Supermercados Dia,DIA Argentina S.A,Cl Rivadavia 590,Gualeguaychu,AR-E,-33.0071111,-58.5119321,1,15
00151306,Supermercados Dia,DIA Argentina S.A,Cl Emilio Castro 7471,Capital Federal,AR-C,-34.6552174,-58.5223907,1,15
00151307,Supermercados Dia,DIA Argentina S.A,Cl Charcas 3259,Capital Federal,AR-C,-34.592082399999995,-58.41185260000001,1,15
00151308,Supermercados Dia,DIA Argentina S.A,Av Gaona 3163,Capital Federal,AR-C,-34.6182412,-58.46994220000001,1,15
00015131,Supermercados Dia,DIA Argentina S.A,Cl Artigas 4746,Capital Federal,AR-C,-34.583122499999995,-58.4980504,1,15
00151310,Supermercados Dia,DIA Argentina S.A,Cl Mitre 316,Pehuajo,AR-B,-35.81316,-61.896981,1,15
00151313,Supermercados Dia,DIA Argentina S.A,Av Mitre Y Dowling 557,Carmen De Areco,AR-B,-34.3806686,-59.8223267,1,15
00151316,Supermercados Dia,DIA Argentina S.A,Av Nazca 4044,Capital Federal,AR-C,-34.5911227,-58.4978318,1,15
00151317,Supermercados Dia,DIA Argentina S.A,Cl Crisologo Larralde 3012,Capital Federal,AR-C,-34.5520142,-58.4736585,1,15
00151319,Supermercados Dia,DIA Argentina S.A,Cl San Martin 680,Colon,AR-E,-32.2252713,-58.1454569,1,15
00015132,Supermercados Dia,DIA Argentina S.A,Cl Chilavert 6570,Capital Federal,AR-C,-34.6871711,-58.47698570000001,1,15
00151320,Supermercados Dia,DIA Argentina S.A,Cl  Caseros 1200,Nogoya,AR-E,-32.397116,-59.792151,1,15
00151321,Supermercados Dia,DIA Argentina S.A,Cl Charcas 2725,Capital Federal,AR-C,-34.5945934,-58.4053499,1,15
00151322,Supermercados Dia,DIA Argentina S.A,Av Diaz Velez 4458,Capital Federal,AR-C,-34.608740399999995,-58.4299219,1,15
00151323,Supermercados Dia,DIA Argentina S.A,Cl 9 De Julio Y Peron 150,Victoria,AR-E,-32.6220245,-60.15707020000001,1,15
00151324,Supermercados Dia,DIA Argentina S.A,Cl Amenabar 2369,Capital Federal,AR-C,-34.5606253,-58.4607081,1,15
00151325,Supermercados Dia,DIA Argentina S.A,Cl Ramirez 21,Rosario Del Tala,AR-E,-32.301798,-59.138836,1,15
00151326,Supermercados Dia,DIA Argentina S.A,Cl Sarmiento 1665,Villa San Jose,AR-E,-32.214761100000004,-58.2220274,1,15
00151327,Supermercados Dia,DIA Argentina S.A,Cl J.J. Castelli 1444,Villa Elisa,AR-E,-32.160073,-58.402913,1,15
00015133,Supermercados Dia,DIA Argentina S.A,Cl Suarez 495,Capital Federal,AR-C,-34.635873100000005,-58.3603133,1,15
00151336,Supermercados Dia,DIA Argentina S.A,Esquiu 1001,Capital Federal,AR-C,-34.651709000000004,-58.41803,1,15
00151337,Supermercados Dia,DIA Argentina S.A,Av Dr.Ricardo Balbin 2902,Capital Federal,AR-C,-34.5600965,-58.4714163,1,15
00151338,Supermercados Dia,DIA Argentina S.A,Gellyy Obes 4926,Jose C. Paz,AR-B,-34.522894,-58.751278000000006,1,15
00151339,Supermercados Dia,DIA Argentina S.A,Lima 1457,Capital Federal,AR-C,-34.625376700000004,-58.38230110000001,1,15
00015134,Supermercados Dia,DIA Argentina S.A,Cl Nogoya 3235,Capital Federal,AR-C,-34.6040932,-58.4939129,1,15
00151342,Supermercados Dia,DIA Argentina S.A,Av Libertad 1256,Caã±Uelas,AR-B,-35.050929,-58.76488739999999,1,15
00151344,Supermercados Dia,DIA Argentina S.A,Av Corrientes 3534,Capital Federal,AR-C,-34.6039858,-58.414885,1,15
00151346,Supermercados Dia,DIA Argentina S.A,Cl Gallo 1201,Capital Federal,AR-C,-34.5962353,-58.4115956,1,15
00151347,Supermercados Dia,DIA Argentina S.A,Av Eva Peron 5887,Capital Federal,AR-C,-34.66325629999999,-58.4887387,1,15
00151348,Supermercados Dia,DIA Argentina S.A,Av  General Paz 674,Capital Federal,AR-C,-34.64117,-58.52899300000001,1,15
00151349,Supermercados Dia,DIA Argentina S.A,Humberto Primero 1696,Capital Federal,AR-C,-34.6214599,-58.3899576,1,15
00015135,Supermercados Dia,DIA Argentina S.A,Cl Boedo 875,Capital Federal,AR-C,-34.6235872,-58.41627560000001,1,15
00151350,Supermercados Dia,DIA Argentina S.A,Av Alvarez Thomas 849,Capital Federal,AR-C,-34.5794505,-58.4541889,1,15
00151352,Supermercados Dia,DIA Argentina S.A,Av Bernardo De Irigoyen 1518,Capital Federal,AR-C,-34.626338700000005,-58.37891870000001,1,15
00151353,Supermercados Dia,DIA Argentina S.A,Adolfo Alsina 540,Gral Pinto,AR-B,-34.764896,-61.89281800000001,1,15
00151354,Supermercados Dia,DIA Argentina S.A,Av De Los Incas 4355,Capital Federal,AR-C,-34.580357,-58.472993,1,15
00151355,Supermercados Dia,DIA Argentina S.A,Av Rivadavia 3050,Capital Federal,AR-C,-34.610235,-58.409618,1,15
00151356,Supermercados Dia,DIA Argentina S.A,Av Francisco Fernandez De La Cruz 3596,Capital Federal,AR-C,-34.6643978,-58.4489591,1,15
00151357,Supermercados Dia,DIA Argentina S.A,Iriarte 2262,Capital Federal,AR-C,-34.649404600000004,-58.37912339999999,1,15
00151358,Supermercados Dia,DIA Argentina S.A,Av Eva Peron 4139,Capital Federal,AR-C,-34.651053999999995,-58.4712834,1,15
00151359,Supermercados Dia,DIA Argentina S.A,Av Cordoba 4085,Capital Federal,AR-C,-34.597157700000004,-58.4246163,1,15
00015136,Supermercados Dia,DIA Argentina S.A,Cl Jose Maria Moreno 779,Capital Federal,AR-C,-34.627765999999994,-58.4338966,1,15
00151360,Supermercados Dia,DIA Argentina S.A,Av Reg.De Patricios 1214,Capital Federal,AR-C,-34.6412489,-58.36907410000001,1,15
00151361,Supermercados Dia,DIA Argentina S.A,Av Almirante Brown 803,Capital Federal,AR-C,-34.6320434,-58.3608448,1,15
00151362,Supermercados Dia,DIA Argentina S.A,Av Scalabrini Ortiz 81,Capital Federal,AR-C,-34.601533399999994,-58.4413993,1,15
00151363,Supermercados Dia,DIA Argentina S.A,San Jose 1818,Capital Federal,AR-C,-34.630166,-58.3855908,1,15
00151364,Supermercados Dia,DIA Argentina S.A,Av De Los Constituyentes 6047,Capital Federal,AR-C,-34.5718154,-58.5059748,1,15
00151365,Supermercados Dia,DIA Argentina S.A,Av Del Carril Salvador M. 2424,Capital Federal,AR-C,-34.5873745,-58.4927966,1,15
00151366,Supermercados Dia,DIA Argentina S.A,Av Olazabal 4832,Capital Federal,AR-C,-34.5750195,-58.4833173,1,15
00151367,Supermercados Dia,DIA Argentina S.A,San Martin 156,America,AR-B,-35.48775900000001,-62.975086,1,15
00151368,Supermercados Dia,DIA Argentina S.A,Av Cobo 1477,Capital Federal,AR-C,-34.6424371,-58.4358917,1,15
00151369,Supermercados Dia,DIA Argentina S.A,Av Juan B.Alberdi 2859,Capital Federal,AR-C,-34.6226946,-58.43155649999999,1,15
00015137,Supermercados Dia,DIA Argentina S.A,Cl Rawson 3773,Vicente Lopez,AR-B,-34.4978183,-58.48926850000001,1,15
00151370,Supermercados Dia,DIA Argentina S.A,Av  La Plata 1976,Capital Federal,AR-C,-34.6377738,-58.4241346,1,15
00151371,Supermercados Dia,DIA Argentina S.A,Tte.Gral.Donato Alvarez 1532,Capital Federal,AR-C,-34.609182399999995,-58.46181770000001,1,15
00151375,Supermercados Dia,DIA Argentina S.A,Av Cabildo 3140,Capital Federal,AR-C,-34.553206200000005,-58.4647421,1,15
00151377,Supermercados Dia,DIA Argentina S.A,Av Intendente Francisco Rabanal 2261,Capital Federal,AR-C,-34.6594782,-58.42864010000001,1,15
00151378,Supermercados Dia,DIA Argentina S.A,Ortega Y Gassete Jose 1786,Capital Federal,AR-C,-34.5698385,-58.4322732,1,15
00151379,Supermercados Dia,DIA Argentina S.A,Av Lope De Vega 1155,Capital Federal,AR-C,-34.6286214,-58.5058549,1,15
00151380,Supermercados Dia,DIA Argentina S.A,Av Juan B. Justo 2540,Capital Federal,AR-C,-34.5944326,-58.4438175,1,15
00151381,Supermercados Dia,DIA Argentina S.A,Pedernera 280,Capital Federal,AR-C,-34.63256989999999,-58.4627288,1,15
00151382,Supermercados Dia,DIA Argentina S.A,Guayaquil 264,Capital Federal,AR-C,-34.6199615,-58.4323637,1,15
00151383,Supermercados Dia,DIA Argentina S.A,Av Rivadavia 8378,Capital Federal,AR-C,-34.6337695,-58.4816573,1,15
00151384,Supermercados Dia,DIA Argentina S.A,Av Pueyrredon 576,Capital Federal,AR-C,-34.6036515,-58.405234,1,15
00151386,Supermercados Dia,DIA Argentina S.A,Montiel 3829,Capital Federal,AR-C,-34.6764626,-58.4933966,1,15
00151387,Supermercados Dia,DIA Argentina S.A,Av Olivera 1268,Capital Federal,AR-C,-34.6530744,-58.4814134,1,15
00151389,Supermercados Dia,DIA Argentina S.A,Av Boyaca 37,Capital Federal,AR-C,-34.6262843,-58.4569877,1,15
00015139,Supermercados Dia,DIA Argentina S.A,Cl Rivadavia 800,Caã±Uelas,AR-B,-35.0530892,-58.7606411,1,15
