IdSucursal,DescripcionBandera,RazonSocial,Direccion,Localidad,Provincia,Latitud,Longitud,IdBandera,IdComercio
00000117,Super Mami,Dinosaurio S.A.,E53 1011 None,Salsipuedes,AR-X,-31.126667,-64.29525,1,1
00001011,Hipermercado Carrefour,INC S.A.,Bernardo De Irigoyen 2647,San Isidro,AR-B,-34.491345,-58.589025,1,10
00010110,Hipermercado Carrefour,INC S.A.,Av. Vergara 1910,Hurlingham,AR-B,-34.62061,-58.633769,1,10
00010111,Hipermercado Carrefour,INC S.A.,Av. Arturo Illia 3770,Malvinas Argentinas,AR-B,-34.528883,-58.701631000000006,1,10
00101112,Hipermercado Carrefour,INC S.A.,20 De Febrero 37,Salta,AR-A,-24.789072,-65.413699,1,10
00010112,Hipermercado Carrefour,INC S.A.,Av. Don Bosco 2680,San Justo,AR-B,-34.664628,-58.59735600000001,1,10
00101123,Hipermercado Carrefour,INC S.A.,Gral. Acha 32,San Juan,AR-J,-31.534016,-68.524744,1,10
00101128,Hipermercado Carrefour,INC S.A.,Pellegrini 851,Comodoro Rivadavia,AR-U,-45.861562,-67.479968,1,10
00101136,Hipermercado Carrefour,INC S.A.,25 De Mayo 622,General Roca,AR-R,-39.030326,-67.573775,1,10
00101139,Hipermercado Carrefour,INC S.A.,Rivadavia 2846,Olavarría,AR-B,-36.893694,-60.32165,1,10
00101142,Hipermercado Carrefour,INC S.A.,Av. San Martín 685,Río Grande,AR-V,-53.785009,-67.70299,1,10
00101147,Hipermercado Carrefour,INC S.A.,Avellaneda 151,Santa Rosa,AR-L,-36.618338,-64.291249,1,10
00101149,Hipermercado Carrefour,INC S.A.,Moreno 909,Bariloche,AR-R,-41.136201,-71.29679200000002,1,10
00010115,Hipermercado Carrefour,INC S.A.,Av. San Martín 420,San Martín,AR-B,-34.586322,-58.519449,1,10
00101156,Hipermercado Carrefour,INC S.A.,Bartolomé Mitre 264,San Nicolás,AR-B,-33.331816,-60.220188,1,10
00101157,Hipermercado Carrefour,INC S.A.,Av. Coronel Olascoaga 350,Neuquén,AR-Q,-38.958858,-68.058932,1,10
00101159,Hipermercado Carrefour,INC S.A.,Av. Ferré 2985,Corrientes,AR-W,-27.477092,-58.815872,1,10
00010116,Hipermercado Carrefour,INC S.A.,Camino De Cintura 2200,Monte Grande,AR-B,-34.780839,-58.457944,1,10
00101161,Hipermercado Carrefour,INC S.A.,12 De Octubre 169,Ushuaia,AR-V,-54.815339,-68.334293,1,10
00101162,Hipermercado Carrefour,INC S.A.,Soberanía Nacional 140,Trelew,AR-U,-43.257504,-65.305489,1,10
00010117,Hipermercado Carrefour,INC S.A.,Av. Acceso Este Lateral Sur None,Guaymallen,AR-M,-32.908234,-68.789274,1,10
00101171,Hipermercado Carrefour,INC S.A.,Av. Bicentenario Batalla De Salta 702,Salta,AR-A,-24.781285,-65.401667,1,10
00101175,Hipermercado Carrefour,INC S.A.,Av. Entre Ríos 1816,Salta,AR-A,-24.779652,-65.427437,1,10
00101178,Hipermercado Carrefour,INC S.A.,Hipólito Yrigoyen 1283,San Fernando Del Valle De Catamarca,AR-K,-28.477093,-65.778283,1,10
00101179,Hipermercado Carrefour,INC S.A.,Gales 1315,Puerto Madryn,AR-U,-42.775492,-65.048586,1,10
00010118,Hipermercado Carrefour,INC S.A.,Av. Circunvalación None,Rosario,AR-S,-32.904529,-60.727936,1,10
00101180,Hipermercado Carrefour,INC S.A.,Perú 76,Río Grande,AR-V,-53.774139,-67.721621,1,10
00101183,Hipermercado Carrefour,INC S.A.,Juan Bautista Alberdi 555,Maschwitz,AR-B,-34.395346999999994,-58.738836,1,10
00001012,Hipermercado Carrefour,INC S.A.,Av. Del Libertador 215,Vicente López,AR-B,-34.532302,-58.468176,1,10
00101204,Hipermercado Carrefour,INC S.A.,Gob. Ugarte 1980,Olivos,AR-B,-34.516305,-58.494552,1,10
00010121,Hipermercado Carrefour,INC S.A.,Av. Gaona Y Graham Bell None,Moreno,AR-B,-34.633337,-58.764283,1,10
00101210,Hipermercado Carrefour,INC S.A.,Av. Lavalle 1879,Zárate,AR-B,-34.113271999999995,-59.020315,1,10
00101214,Hipermercado Carrefour,INC S.A.,José Pedro Varela 4750,Ciudad Autónoma De Buenos Aires,AR-C,-34.610359,-58.516538,1,10
00101217,Hipermercado Carrefour,INC S.A.,Av. Pdte. J. D. Perón 111,San Miguel,AR-B,-34.553106,-58.69825600000001,1,10
00101219,Hipermercado Carrefour,INC S.A.,Av. Donato Alvarez 1351,Ciudad Autónoma De Buenos Aires,AR-C,-34.611087,-58.460584,1,10
00010122,Hipermercado Carrefour,INC S.A.,Av. Constitución 7598,Mar Del Plata,AR-B,-37.953878,-57.579192000000006,1,10
00101220,Hipermercado Carrefour,INC S.A.,Av. Roosevelt 5749,Ciudad Autónoma De Buenos Aires,AR-C,-34.577205,-58.494765,1,10
00101227,Hipermercado Carrefour,INC S.A.,Av. Dardo Rocha 849,Bernal,AR-B,-34.715471,-58.298863,1,10
00101229,Hipermercado Carrefour,INC S.A.,Santiago Del Estero 1351,Pergamino,AR-B,-33.900993,-60.55175500000001,1,10
00010123,Hipermercado Carrefour,INC S.A.,Hipólito Yrigoyen 13500,Adrogué,AR-B,-34.812068,-58.39941700000001,1,10
00101231,Hipermercado Carrefour,INC S.A.,Oliden 450,Lomas De Zamora,AR-B,-34.768774,-58.411275,1,10
00101232,Hipermercado Carrefour,INC S.A.,Colectora Norte 1647,Campana,AR-B,-34.18654,-58.945418,1,10
00101233,Hipermercado Carrefour,INC S.A.,Av. Eva Perón 2250,Concordia,AR-E,-31.368882,-58.011377,1,10
00101234,Hipermercado Carrefour,INC S.A.,Av. Ángel T. De Alvear 1960,Don Torcuato,AR-B,-34.491603000000005,-58.62767,1,10
00101235,Hipermercado Carrefour,INC S.A.,Av. 25 De Mayo 876,Villa Mercedes,AR-D,-33.675929,-65.469225,1,10
00101239,Hipermercado Carrefour,INC S.A.,Boulogne Sur Mer 301,General Pacheco,AR-B,-34.46134,-58.629233,1,10
00010124,Hipermercado Carrefour,INC S.A.,Av. O'Higgins 3765,Jardin Espinoza,AR-X,-31.455534000000004,-64.166095,1,10
00101240,Hipermercado Carrefour,INC S.A.,Av. Primera Junta None,Gualeguaychu,AR-E,-32.991736,-58.521853,1,10
00101241,Hipermercado Carrefour,INC S.A.,Av. Pellegrini 1050,Luján,AR-B,-34.561648,-59.103745,1,10
00010125,Hipermercado Carrefour,INC S.A.,Ruta 202 None,San Fernando,AR-B,-34.453587,-58.57552800000001,1,10
00101259,Hipermercado Carrefour,INC S.A.,Bvard. 12 De Octubre 1060,Venado Tuerto,AR-S,-33.744187,-61.982983,1,10
00010126,Hipermercado Carrefour,INC S.A.,Warnes 2707,Ciudad Autónoma De Buenos Aires,AR-C,-34.595836,-58.473941,1,10
00101268,Hipermercado Carrefour,INC S.A.,Pueyrredón 747,Rosario,AR-S,-32.942435,-60.657028,1,10
00101271,Hipermercado Carrefour,INC S.A.,Av. Monroe 1655,Ciudad Autónoma De Buenos Aires,AR-C,-34.55398,-58.452838,1,10
00010128,Hipermercado Carrefour,INC S.A.,Av. Lagomarsino 905,Pilar,AR-B,-34.454933000000004,-58.894408,1,10
00010129,Hipermercado Carrefour,INC S.A.,Las Heras 798,Mendoza,AR-M,-32.885049,-68.848197,1,10
00101292,Hipermercado Carrefour,INC S.A.,Av. Polonia 1340,Comodoro Rivadavia,AR-U,-45.870032,-67.532667,1,10
00101294,Hipermercado Carrefour,INC S.A.,Blas Parera 650,Ituzaingó,AR-B,-34.665048,-58.66264,1,10
00101297,Hipermercado Carrefour,INC S.A.,Bernardo De Irigoyen 1500,General Rodríguez,AR-B,-34.611076000000004,-58.941293,1,10
00010130,Hipermercado Carrefour,INC S.A.,Av. Gral. Paz 12950,Ciudad Autónoma De Buenos Aires,AR-C,-34.663863,-58.514126,1,10
00010131,Hipermercado Carrefour,INC S.A.,Panamá 351,Tandil,AR-B,-37.324111,-59.11456800000001,1,10
00010132,Hipermercado Carrefour,INC S.A.,C. Pellegrini 3250,Rosario,AR-S,-32.951846999999994,-60.670442,1,10
00010133,Hipermercado Carrefour,INC S.A.,Necochea 2579,Rosario,AR-S,-32.970122,-60.62856,1,10
00010136,Hipermercado Carrefour,INC S.A.,Av. Ing. Ratti 1860,Ituzaingó,AR-B,-34.647756,-58.688217,1,10
00010140,Hipermercado Carrefour,INC S.A.,Av. Eva Perón 2679,Temperley,AR-B,-34.763559,-58.36439100000001,1,10
00010141,Hipermercado Carrefour,INC S.A.,Eva Perón 5856,Rosario,AR-S,-32.934019,-60.702038,1,10
00010142,Hipermercado Carrefour,INC S.A.,Av. Argentina 1915,Merlo,AR-B,-34.679311,-58.72799200000001,1,10
00010143,Hipermercado Carrefour,INC S.A.,Dr. Luis Güemes 369,Haedo,AR-B,-34.638763,-58.581518,1,10
00010144,Hipermercado Carrefour,INC S.A.,Av. Ávalos None,Resistencia,AR-H,-27.4388,-58.987383,1,10
00010145,Hipermercado Carrefour,INC S.A.,25 De Mayo 1665,Trelew,AR-U,-43.258861,-65.329062,1,10
00010146,Hipermercado Carrefour,INC S.A.,Av. Catamarca 1116,San Miguel De Tucumán,AR-T,-26.814605,-65.209515,1,10
00010147,Hipermercado Carrefour,INC S.A.,Av. Pdte. J. D. Perón 7055,Martín Coronado,AR-B,-34.587243,-58.593697,1,10
00010148,Hipermercado Carrefour,INC S.A.,Paseo De Los Arrieros 1098,Río Gallegos,AR-Z,-51.62821,-69.24676099999999,1,10
00010149,Hipermercado Carrefour,INC S.A.,Av. Gral. José De San Martín 554,Florencio Varela,AR-B,-34.779585,-58.279265,1,10
00001015,Hipermercado Carrefour,INC S.A.,Av. Álvarez Jonte 6383,Ciudad Autónoma De Buenos Aires,AR-C,-34.633237,-58.521966000000006,1,10
00010150,Hipermercado Carrefour,INC S.A.,Recta Martinolli 7850,Quintas De Arguello,AR-X,-31.346646000000003,-64.269297,1,10
00010151,Hipermercado Carrefour,INC S.A.,Santa María De Las Conchas 4500,Tigre,AR-B,-34.406164000000004,-58.619971,1,10
00010152,Hipermercado Carrefour,INC S.A.,Las Heras 1163,Lomas De Zamora,AR-B,-34.748145,-58.411227,1,10
00010153,Hipermercado Carrefour,INC S.A.,Antártida Argentina 3600,Neuquén,AR-Q,-38.94682,-68.110433,1,10
00010154,Hipermercado Carrefour,INC S.A.,Av. Río De Janeiro 1787,Villa Allende Lomas,AR-X,-31.300019,-64.276462,1,10
00010155,Hipermercado Carrefour,INC S.A.,Av. Gustnisky 2040,Formosa,AR-P,-26.190381,-58.187564,1,10
00010156,Hipermercado Carrefour,INC S.A.,Av. Hipólito Yrigoyen 20260,Glew,AR-B,-34.883091,-58.38823000000001,1,10
00010157,Hipermercado Carrefour,INC S.A.,Av. Del Valle 324,Tandil,AR-B,-37.31454,-59.147927,1,10
00010158,Hipermercado Carrefour,INC S.A.,Av. San Martín 405,Balcarce,AR-B,-37.833135,-58.237878,1,10
00001016,Hipermercado Carrefour,INC S.A.,Jerónimo Salguero 3212,Ciudad Autónoma De Buenos Aires,AR-C,-34.574635,-58.403801,1,10
00010163,Hipermercado Carrefour,INC S.A.,Humberto Beghin 762,Santa Cruz,AR-Z,-46.444906,-67.533789,1,10
00001017,Hipermercado Carrefour,INC S.A.,Av. La Plata 1400,Quilmes,AR-B,-34.735911,-58.277988,1,10
00001018,Hipermercado Carrefour,INC S.A.,Camino Gral. Belgrano None,La Plata,AR-B,-34.893654999999995,-57.996156000000006,1,10
00001019,Hipermercado Carrefour,INC S.A.,Av. Colón 4880,Villa Urquiza,AR-X,-31.393915000000003,-64.242835,1,10
00102101,Market,INC S.A.,Av. Belgrano 422,Avellaneda,AR-B,-34.661465,-58.368212,2,10
00102109,Market,INC S.A.,Calle 7 767,La Plata,AR-B,-34.913497,-57.951821,2,10
00102110,Market,INC S.A.,Junín 1336,Corrientes,AR-W,-27.467798,-58.83402099999999,2,10
00102114,Market,INC S.A.,Brown 51,Bahía Blanca,AR-B,-38.72041,-62.26794200000001,2,10
00102115,Market,INC S.A.,Av. Rivadavia 6538,Ciudad Autónoma De Buenos Aires,AR-C,-34.627423,-58.45817,2,10
00102116,Market,INC S.A.,Av. Santa Fe 1954,Ciudad Autónoma De Buenos Aires,AR-C,-34.595813,-58.395425,2,10
00102118,Market,INC S.A.,Vicente López 1676,Ciudad Autónoma De Buenos Aires,AR-C,-34.591951,-58.389726,2,10
00102119,Market,INC S.A.,Sobremonte 902,Río Cuarto,AR-X,-33.125271000000005,-64.349014,2,10
00102120,Market,INC S.A.,Av. Cabildo 2441,Ciudad Autónoma De Buenos Aires,AR-C,-34.558821,-58.459349,2,10
00102122,Market,INC S.A.,Belgrano 823,Jujuy,AR-Y,-24.185348,-65.304604,2,10
00102125,Market,INC S.A.,Uruguay 35,Paraná,AR-E,-31.730408,-60.528649,2,10
00102130,Market,INC S.A.,Catamarca 1965,Mar Del Plata,AR-B,-37.998923,-57.553648,2,10
00102132,Market,INC S.A.,Rivadavia 945,San Fernando Del Valle De Catamarca,AR-K,-28.472753000000004,-65.77843399999999,2,10
00102134,Market,INC S.A.,9 De Julio 548,Tandil,AR-B,-37.326474,-59.135087,2,10
00102135,Market,INC S.A.,25 De Mayo 151,La Rioja,AR-F,-29.411481,-66.856755,2,10
00102137,Market,INC S.A.,Pringles 963,San Luis,AR-D,-33.302748,-66.336848,2,10
00102138,Market,INC S.A.,Entre Ríos 635,Concordia,AR-E,-31.396866,-58.01860300000001,2,10
00102141,Market,INC S.A.,España 198,Formosa,AR-P,-26.18141,-58.166895,2,10
00102143,Market,INC S.A.,Av. Dr. Néstor Kirchner 742,Río Gallegos,AR-Z,-51.62268,-69.21284,2,10
00102144,Market,INC S.A.,Calle 12 1200,La Plata,AR-B,-34.923010999999995,-57.94993100000001,2,10
00102146,Market,INC S.A.,9 De Julio 194,Trelew,AR-U,-43.251438,-65.30959200000001,2,10
00102148,Market,INC S.A.,Av. Rivadavia 999,Ciudad Autónoma De Buenos Aires,AR-C,-34.608259000000004,-58.38053299999999,2,10
00102150,Market,INC S.A.,Santa Fe 3368,Ciudad Autónoma De Buenos Aires,AR-C,-34.587468,-58.412707,2,10
00102151,Market,INC S.A.,Av. Rivadavia 2243,Ciudad Autónoma De Buenos Aires,AR-C,-34.609491,-58.398323,2,10
00102154,Market,INC S.A.,Av. Hipólito Yrigoyen 4435,Lanús,AR-B,-34.706014,-58.3919,2,10
00102165,Market,INC S.A.,28 De Julio 136,Puerto Madryn,AR-U,-42.766295,-65.035411,2,10
00102167,Market,INC S.A.,Balcarce 408,Jujuy,AR-Y,-24.184117,-65.305676,2,10
00102168,Market,INC S.A.,Av. 19 De Abril 779,Jujuy,AR-Y,-24.18892,-65.303701,2,10
00102176,Market,INC S.A.,24 De Septiembre 653,San Miguel De Tucumán,AR-T,-26.830652,-65.206887,2,10
00102177,Market,INC S.A.,San Martín 344,San Miguel De Tucumán,AR-T,-26.830278000000003,-65.20201,2,10
00102181,Market,INC S.A.,Santa Fe 606,Paraná,AR-E,-31.722868,-60.529162,2,10
00102182,Market,INC S.A.,Juramento 2971,Ciudad Autónoma De Buenos Aires,AR-C,-34.5651,-58.462056,2,10
00102184,Market,INC S.A.,Spinetto 1230,Santa Rosa,AR-L,-36.604293,-64.280899,2,10
00102187,Market,INC S.A.,Gelves 530,Escobar,AR-B,-34.344292,-58.78936899999999,2,10
00102189,Market,INC S.A.,Av. Corrientes 1160,Ciudad Autónoma De Buenos Aires,AR-C,-34.603902000000005,-58.383077,2,10
00102191,Market,INC S.A.,Córdoba 1830,Mar Del Plata,AR-B,-38.000667,-57.547721,2,10
00102195,Market,INC S.A.,Olazábal 4734,Ciudad Autónoma De Buenos Aires,AR-C,-34.574379,-58.482128,2,10
00102198,Market,INC S.A.,Av. Cabildo 3190,Ciudad Autónoma De Buenos Aires,AR-C,-34.553168,-58.46576999999999,2,10
00102201,Market,INC S.A.,Independencia 3067,Carapachay,AR-B,-34.527628,-58.535824,2,10
00102202,Market,INC S.A.,Av. Juan Segundo Fernández 1235,San Isidro,AR-B,-34.480984,-58.553074,2,10
00102203,Market,INC S.A.,Lacroze 5910,Chilavert,AR-B,-34.541198,-58.563095,2,10
00102205,Market,INC S.A.,De Los Ceibos 233,Ciudad Jardín Del Palomar,AR-B,-34.603431,-58.592464,2,10
00102206,Market,INC S.A.,Beruti 2951,Ciudad Autónoma De Buenos Aires,AR-C,-34.590140000000005,-58.405533,2,10
00102208,Market,INC S.A.,Av. Mitre 1085,Campana,AR-B,-34.162738,-58.965513,2,10
00102209,Market,INC S.A.,Av. Del Libertador 13060,Martínez,AR-B,-34.49027,-58.484964,2,10
00102211,Market,INC S.A.,Sáenz Valiente 206,Martínez,AR-B,-34.487198,-58.505871,2,10
00102212,Market,INC S.A.,América 4006,Villa Ballester,AR-B,-34.55729,-58.550437,2,10
00102215,Market,INC S.A.,Av. Raúl Scalabrini Ortíz 3128,Ciudad Autónoma De Buenos Aires,AR-C,-34.58052,-58.410332,2,10
00102216,Market,INC S.A.,Av. Maipú 940,Vicente López,AR-B,-34.529452,-58.48077900000001,2,10
00102218,Market,INC S.A.,Av. Vergara 4121,Hurlingham,AR-B,-34.591972,-58.636447,2,10
00102221,Market,INC S.A.,Almirante Brown 371,Tigre,AR-B,-34.433161,-58.565723,2,10
00102226,Market,INC S.A.,Santa Fe 2349,Martínez,AR-B,-34.492689,-58.499192,2,10
00102228,Market,INC S.A.,Av. Elcano 3380,Ciudad Autónoma De Buenos Aires,AR-C,-34.575419000000004,-58.45973100000001,2,10
00102237,Market,INC S.A.,Av. Nazca 2951,Ciudad Autónoma De Buenos Aires,AR-C,-34.602094,-58.489299,2,10
00102243,Market,INC S.A.,San Juan 609,Paraná,AR-E,-31.726740000000003,-60.524157,2,10
00102244,Market,INC S.A.,Hipólito Yrigoyen 223,Paraná,AR-E,-31.737845,-60.52474100000001,2,10
00102249,Market,INC S.A.,Av. De Las Américas 1731,Paraná,AR-E,-31.748447,-60.52494599999999,2,10
00102252,Market,INC S.A.,Av. Del Libertador 14893,Acassuso,AR-B,-34.476587,-58.497758,2,10
00102253,Market,INC S.A.,Av. Maipú 3393,Olivos,AR-B,-34.504534,-58.49384300000001,2,10
00102254,Market,INC S.A.,Diego Carman 451,San Isidro,AR-B,-34.495405,-58.545723,2,10
00102255,Market,INC S.A.,Bvard. Rocha 1352,Pergamino,AR-B,-33.902945,-60.568849,2,10
00102256,Market,INC S.A.,Av. Moreno 10,San Nicolás,AR-B,-33.335962,-60.222474,2,10
00102258,Market,INC S.A.,Av. Mosconi 2861,Ciudad Autónoma De Buenos Aires,AR-C,-34.585933000000004,-58.501809,2,10
00102262,Market,INC S.A.,Gral. José María Paz 1303,Paraná,AR-E,-31.741747,-60.541261,2,10
00102263,Market,INC S.A.,Santos Domínguez 808,Paraná,AR-E,-31.754009000000003,-60.511242,2,10
00102264,Market,INC S.A.,México 404,Paraná,AR-E,-31.725619,-60.53368100000001,2,10
00102266,Market,INC S.A.,Av. Don Bosco None,Paraná,AR-E,-31.734176,-60.507412,2,10
00102272,Market,INC S.A.,Av. Pdte. Tte. Gral. J. D. Perón 1350,San Fernando,AR-B,-34.441795,-58.553738,2,10
00102277,Market,INC S.A.,Av. Raúl Scalabrini Ortíz 1840,Ciudad Autónoma De Buenos Aires,AR-C,-34.589507,-58.422997,2,10
00102278,Market,INC S.A.,Rosas 1271,José León Suárez,AR-B,-34.518899,-58.569421,2,10
00102282,Market,INC S.A.,Av. Colón 324,Mendoza,AR-M,-32.894355,-68.845102,2,10
00102283,Market,INC S.A.,Av. Las Heras 306,Mendoza,AR-M,-32.885582,-68.84228,2,10
00102285,Market,INC S.A.,Av. San Martín 1333,Mendoza,AR-M,-32.888123,-68.838726,2,10
00102286,Market,INC S.A.,Avenida Belgrano 1170,Tupungato,AR-M,-33.364039,-69.144079,2,10
00102287,Market,INC S.A.,Suipacha 556,Mendoza,AR-M,-32.877586,-68.855222,2,10
00102288,Market,INC S.A.,Jorge A. Calle 631,Mendoza,AR-M,-32.868658,-68.852646,2,10
00102289,Market,INC S.A.,Azcuénaga 51,Luján De Cuyo,AR-M,-33.036676,-68.878842,2,10
00102290,Market,INC S.A.,Beltrán 2078,Godoy Cruz,AR-M,-32.903094,-68.852428,2,10
00102293,Market,INC S.A.,25 De Mayo 346,San Miguel De Tucumán,AR-T,-26.826229,-65.203784,2,10
00102295,Market,INC S.A.,Bvard. Granaderos 2906,Alto Verde,AR-X,-31.374529,-64.21385500000001,2,10
00102296,Market,INC S.A.,Av. Del Valle 4379,Olavarría,AR-B,-36.908071,-60.314098,2,10
00102381,Market,INC S.A.,Av. Córdoba 2529,Ciudad Autónoma De Buenos Aires,AR-C,-34.598762,-58.403084,2,10
00102384,Market,INC S.A.,Av. Corrientes 5645,Ciudad Autónoma De Buenos Aires,AR-C,-34.595995,-58.44289499999999,2,10
00102385,Market,INC S.A.,Av. Independencia 456,Ciudad Autónoma De Buenos Aires,AR-C,-34.617218,-58.372441,2,10
00102386,Market,INC S.A.,Av. Belgrano 1160,Ciudad Autónoma De Buenos Aires,AR-C,-34.613219,-58.382776,2,10
00102387,Market,INC S.A.,Av. Cabildo 4047,Ciudad Autónoma De Buenos Aires,AR-C,-34.546335,-58.470108,2,10
00102388,Market,INC S.A.,Seguí 849,Adrogué,AR-B,-34.799052,-58.395114,2,10
00102389,Market,INC S.A.,Av. Santa Fe 5234,Ciudad Autónoma De Buenos Aires,AR-C,-34.575946,-58.433486,2,10
00102390,Market,INC S.A.,Av. Rivadavia 5973,Ciudad Autónoma De Buenos Aires,AR-C,-34.623596,-58.449251,2,10
00102490,Market,INC S.A.,Av. Córdoba 1631,Ciudad Autónoma De Buenos Aires,AR-C,-34.599232,-58.390542,2,10
00102491,Market,INC S.A.,Av. Montes De Oca 970,Ciudad Autónoma De Buenos Aires,AR-C,-34.639340999999995,-58.374389,2,10
00102510,Market,INC S.A.,Av. Díaz Vélez None,Ciudad Autónoma De Buenos Aires,AR-C,-34.608489,-58.42161700000001,2,10
00102511,Market,INC S.A.,Av. Rivadavia 3221,Ciudad Autónoma De Buenos Aires,AR-C,-34.610492,-58.412303,2,10
00102512,Market,INC S.A.,Ramírez 43,Pilar,AR-B,-34.454772,-58.91015400000001,2,10
00102514,Market,INC S.A.,Beiró 3342,Ciudad Autónoma De Buenos Aires,AR-C,-34.598696999999994,-58.500132,2,10
00102515,Market,INC S.A.,Av. Fco. Beiró 5204,Ciudad Autónoma De Buenos Aires,AR-C,-34.6132,-58.523415,2,10
00102516,Market,INC S.A.,Cosme Beccar 437,San Isidro,AR-B,-34.470353,-58.514687,2,10
00102517,Market,INC S.A.,Av. Rivadavia 2039,Ciudad Autónoma De Buenos Aires,AR-C,-34.609227000000004,-58.395539,2,10
00102518,Market,INC S.A.,Av. Maipú 2960,Olivos,AR-B,-34.508824,-58.492046,2,10
00102519,Market,INC S.A.,Av. Federico Lacroze 3117,Ciudad Autónoma De Buenos Aires,AR-C,-34.577279,-58.449064,2,10
00102601,Market,INC S.A.,Av. Aconquija 1591,Yerba Buena,AR-T,-26.8129,-65.292314,2,10
00010262,Market,INC S.A.,Panamericana Ramal Pilar None,Pilar,AR-B,-34.449813,-58.916319,2,10
00103196,Express,INC S.A.,Av. Corrientes 3651,Ciudad Autónoma De Buenos Aires,AR-C,-34.603633,-58.416192,3,10
00103199,Express,INC S.A.,Av. Córdoba 1439,Ciudad Autónoma De Buenos Aires,AR-C,-34.599262,-58.387552,3,10
00103200,Express,INC S.A.,Av. Rivadavia 8421,Ciudad Autónoma De Buenos Aires,AR-C,-34.633706,-58.482029,3,10
00103213,Express,INC S.A.,Paraguay 919,Ciudad Autónoma De Buenos Aires,AR-C,-34.597675,-58.380133,3,10
00103242,Express,INC S.A.,Av. Nazca 25,Ciudad Autónoma De Buenos Aires,AR-C,-34.630371999999994,-58.469692,3,10
00103247,Express,INC S.A.,Av. La Plata 430,Ciudad Autónoma De Buenos Aires,AR-C,-34.619772,-58.428125,3,10
00103250,Express,INC S.A.,Carlos Pellegrini 587,Ciudad Autónoma De Buenos Aires,AR-C,-34.601524,-58.380994,3,10
00103251,Express,INC S.A.,Arce 728,Ciudad Autónoma De Buenos Aires,AR-C,-34.568676,-58.434871,3,10
00103260,Express,INC S.A.,Av. Gral. Las Heras 2397,Ciudad Autónoma De Buenos Aires,AR-C,-34.586508,-58.398127,3,10
00103265,Express,INC S.A.,Av. Ángel Gallardo 30,Ciudad Autónoma De Buenos Aires,AR-C,-34.602404,-58.432602,3,10
00103291,Express,INC S.A.,Piedras 383,Ciudad Autónoma De Buenos Aires,AR-C,-34.612572,-58.377673,3,10
00103298,Express,INC S.A.,Formosa 565,Ciudad Autónoma De Buenos Aires,AR-C,-34.621316,-58.436261,3,10
00103299,Express,INC S.A.,Arenales 975,Ciudad Autónoma De Buenos Aires,AR-C,-34.594016,-58.381012,3,10
00103300,Express,INC S.A.,Gral. Deheza 2239,Ciudad Autónoma De Buenos Aires,AR-C,-34.540539,-58.47205200000001,3,10
00103301,Express,INC S.A.,Av. Pueyrredón 2464,Ciudad Autónoma De Buenos Aires,AR-C,-34.585915,-58.394398,3,10
00103302,Express,INC S.A.,Esmeralda 823,Ciudad Autónoma De Buenos Aires,AR-C,-34.598622,-58.378291,3,10
00103303,Express,INC S.A.,Talcahuano 841,Ciudad Autónoma De Buenos Aires,AR-C,-34.598783000000005,-58.385461,3,10
00103304,Express,INC S.A.,Suipacha 726,Ciudad Autónoma De Buenos Aires,AR-C,-34.599822,-58.379713,3,10
00103306,Express,INC S.A.,Fray Justo Sta. María De Oro 2709,Ciudad Autónoma De Buenos Aires,AR-C,-34.577198,-58.42235600000001,3,10
00103307,Express,INC S.A.,Av. Gral. Las Heras 1936,Ciudad Autónoma De Buenos Aires,AR-C,-34.590737,-58.393414,3,10
00103308,Express,INC S.A.,Maipú 171,Ciudad Autónoma De Buenos Aires,AR-C,-34.606155,-58.37645300000001,3,10
00103309,Express,INC S.A.,Campana 3050,Ciudad Autónoma De Buenos Aires,AR-C,-34.602612,-58.49646,3,10
00103310,Express,INC S.A.,Chivilicoy 3840,Ciudad Autónoma De Buenos Aires,AR-C,-34.600568,-58.511327,3,10
00103311,Express,INC S.A.,Monroe 2771,Ciudad Autónoma De Buenos Aires,AR-C,-34.560168,-58.46318,3,10
00103312,Express,INC S.A.,Cerviño 4634,Ciudad Autónoma De Buenos Aires,AR-C,-34.575307,-58.422856,3,10
00103313,Express,INC S.A.,Montañeses 2267,Ciudad Autónoma De Buenos Aires,AR-C,-34.555966,-58.45004599999999,3,10
00103314,Express,INC S.A.,Av. Segurola 2344 2344,Ciudad Autónoma De Buenos Aires,AR-C,-34.614787,-58.505674,3,10
00103315,Express,INC S.A.,José Pedro Varela 3191,Ciudad Autónoma De Buenos Aires,AR-C,-34.598396,-58.497333,3,10
00103316,Express,INC S.A.,Ramón Falcón 2402,Ciudad Autónoma De Buenos Aires,AR-C,-34.630139,-58.462242,3,10
00103317,Express,INC S.A.,Anchorena 1253,Ciudad Autónoma De Buenos Aires,AR-C,-34.594766,-58.406363,3,10
00103318,Express,INC S.A.,Arroyo 859,Ciudad Autónoma De Buenos Aires,AR-C,-34.591563,-58.379252,3,10
00103320,Express,INC S.A.,Sucre 2480,Ciudad Autónoma De Buenos Aires,AR-C,-34.564492,-58.45586899999999,3,10
00103321,Express,INC S.A.,Cangallo 33,Ciudad Autónoma De Buenos Aires,AR-C,-34.6061,-58.431299,3,10
00103322,Express,INC S.A.,Del Carril 3210,Ciudad Autónoma De Buenos Aires,AR-C,-34.593274,-58.502323,3,10
